Rating,Title,Review,Movie,NPS,Classificação,Confiança
10.0,Nostalgia satisfied,"Movie was so great that I wanted to go to theater another time, loved it ao much and loved the atmosphere in the theater and I want to experience that feeling one more time.",Spider-Man: No Way Home,Promotor,Promotor,0.7503657547471294
10.0,Best Movie of 2021,OP Movie Best movie of 2021 You can Watch with Friends And Family. OP Movie Best movie of 2021 You can Watch with Friends And Family. OP Movie Best movie of 2021 You can Watch with Friends And Family. OP Movie Best movie of 2021 You can Watch with Friends And Family.,Spider-Man: No Way Home,Promotor,Promotor,0.7122102743971214
9.0,In my top 3 marvel films!,"This film is excellent, it has everything. It's rare to leave the cinema feeling excited and overwhelmed and still be talking about it a week later! I would've give this a 10 however you can tell towards the end Sony have had huge influence on this and I fear for the next film/s.... I just hope they don't make tom Holland's Spiderman into the previous 2!",Spider-Man: No Way Home,Promotor,Promotor,0.8034181025415672
10.0,Somehow better than Endgame,"Greetings from Lithuania.

I wasn't the biggest fan of previous two movies. I felt they were to independent and carried the weight of Avengers. Yet they were fun entertainment. But this instalment called ""Spider-Man: No Way Home"" (2021) was best of the three. If you are a fan of Spider Man in general - go see this on the biggest screen possible, and i will say it no more.",Spider-Man: No Way Home,Promotor,Promotor,0.7679709103720299
9.0,Memories,No words man! It was simply unbelievable! What an epic experience it was! Literally brought back memories from my childhood! Thank you marvel! Thank you so much for this wonderful experience.,Spider-Man: No Way Home,Promotor,Neutro,0.6865573015880013
10.0,10/10 Recommended!!,"It was a really entertaining film! My entire family thoroughly likes viewing it, and it is unquestionably one of the best movies I have ever seen in my entire life!",Spider-Man: No Way Home,Promotor,Promotor,0.80431251988782
7.0,Amazing ending to the trilogy!,"Spider-Man: No Way Home was so hyped that at some point I though this might be the second coming of jesus christ lmao. The movie was so hyped and people were really excited to see the film and it turned out pretty good (ofc it will because it has 3 spider-man's in it).

To start with the good things as always let's praise the CGi work here I mean almost 95% of the marvel movies have great CGi and here it's also the same case the CGi looked great, the film was packed with a lot of action sequences, the colors were on point, the choreography was excellent.

The story is simple and straight forward but it ignores the storyline in the 2nd half and focuses on the 3 spider-man's a lot I mean everyone knows who is spider-man but still dude is travelling here and there without having to worry about people and he's accused of being the person behind all the things happened in far from home. Also the villains don't add up that much into the film except greeb goblin others are just there and does nothing else it felt like marvel just added them so people won't ask them questions like 'where are the rest of the villains?' also this same case goes for andrew and tobey's spider-man having less screen time and dialogues but still they did their work in the film.

Marvel could've make it a lot better film if they didn't focused too much on the multiverse and doctor strange but still it's a good movie I pretty much enjoyed it myself.",Spider-Man: No Way Home,Neutro,Promotor,0.7770044382133471
5.0,Good but overrated,The movie was good but nothing perfect. I was so bored the firsy hour. When Tobey and Andrew showed up i started to enjoy it more. I would like to see a more epic way for Andrew and Tobey's entrance. The script was bad for me. Especially the part where ned can open portals. As i said it was just a good movie. Nothing perfect.,Spider-Man: No Way Home,Detrator,Neutro,0.7589244600668241
9.0,Believe The Hype.,"12/28/2021: To me, it was Into The Spiderverse, the live version. I left the theater feeling something strange that I haven't felt in a while after exiting a movie theater: Joy, excitement, happiness, and satisfaction. No preachy annoying character, no grandstanding speech and no politics. This is my first time seeing Tom Holland as Spider-Man. I grew up on Toby Mcguire's Spider-Man and saw the second Andrew Garfield movie. I wasn't a fan of Garfield as Spider-Man in his film, but I absolutely loved him in this movie. You could see his redemption arc coming, but it still hits you in your heart. This movie strikes a balanced tone and the emotional moments paid off because I cared about every single character. The villains were incredible! Willem Dafoe steals every scene he's in and deserves award consideration. The scene where the Green Goblin stops Tom Holland's Peter Parker's plan to save the villains by erasing their powers was so intense, I think I stopped breathing. Doctor Strange was brutally true that one's fate is their fate and Aunt Mae paid the ultimate price because Spider-Man ignored that fact. Benedict Cumberbatch and Tom Holland have great chemistry! Thank you to the screenplay writers and cast for giving the fans an unforgettable Spider-Man experience. All three of the Spider-Man actors sharing scenes was surreal. It was a wild, action-packed, well-acted, well-directed experience with a well-earned bittersweet ending, and the Doctor Strange visual effects were amazing. Watching the villains disappear as Doctor Strange's spell-to-erase-Spiderman-from-memories unfolds and watching Spider-Man say his goodbyes was heartbreaking. What a cinematic experience! Now, I must see every Tom Holland Spider-Man film past and future.",Spider-Man: No Way Home,Promotor,Promotor,0.7061357914922387
10.0,Never expected best spiderman movie ever 💙,"Never expected this type movie Dreams come true Love you spider man.

I watching first spiderman movie in 2009 and now again same hero after 11 years is such a incredible way I hope spiderman future is like iron man And i belive next iron man is spiderman.",Spider-Man: No Way Home,Promotor,Promotor,0.7851587979520054
4.0,Flawed script that ruins everything,"A guy starts a moralizing crusade to magically heal a couple of evil guys from parallel universes on expense of the lives of everyone he loved. They disappear and he is left on the ruins of his own life, somehow satisfies with all the mess he creates.

Oh, and thus also created an inter-dimensional breach that will be used in the following movies.

It was cool to see all the stars from past movies, good choreography and acting, but the script is so unbelievably dull it is hard to digest anything that is happening on the screen.",Spider-Man: No Way Home,Detrator,Detrator,0.7385389360432871
7.0,Genius,"It's the best movie I've ever seen. The actors are perfect, and their playing can't be without praise. The appearance of spiders is spectacular and unexpected. I will recommend the film to everyone I know. Very nice!",Spider-Man: No Way Home,Neutro,Promotor,0.7452921109037737
1.0,Why do I hate this movie?,"I think that the movie is unnecessary because after all the villains go back to their universe they still die or live on but as usual in the Films.

Otto Octopus has to destroy the power of the sun.

Connors still gets into prison.

Green Goblin basically kills himself by accident and so on with every single one.

I also didn't like that Peter a Person with an high iq doesn't come up with the idea of talking to College or do something at least.

The only thing that I liked about the movie was Tobey Maguire to be honest. William Dafoe also delivered an awesome performance as always but Spider Man 1-3 will always be my favorite Spider Man movies.",Spider-Man: No Way Home,Detrator,Detrator,0.7957878540675808
10.0,THE BEST ONE...YET!!!,"This is my number one favorite Spider man movie, yet. I don't want to give away any spoilers, but after having seen it, I've been on a high ever since. I seriously want to buy another movie ticket and view it again. I'm the type of person that would avoid spoilers and not watch movie trailers (bcos watching trailers is kinda like a spoiler to me, hope ya'll get that haha). So I went in blind, not having seen the trailer to this movie. I had seen a few photo's here and there so I knew who was going to appear and so on... Even then, whilst watching the movie, they had managed to not inform us of everyone that was going to appear, and I loved that!!

If you are a massive MCU fan and have watched every movie and TV show they've released and you have had a joyful cry afterwards, this is going to knock your socks off.

If you are just looking for a great action movie to watch in the cinemas, after going through lockdown and the variants, so ya'll just wanna have a good time, this move is for you...

If you are a MASSIVE SpiderMan fan, and have seen the Tobey Maguire ones and the Andrew Garfield ones this one is going to take y'all on a rollercoaster of emotions. I'm a fan, and this rollercoaster went from clapping and cheering, to tearing and sobbing, to aweing and gasping, just the perfect combo for this kind of movie. I guarantee, after viewing this, it will be on your top 3 SpiderMan movies list. SpiderMan No Way Home, officially changed the game!",Spider-Man: No Way Home,Promotor,Promotor,0.7639588145258783
10.0,MARVEL MARVEL MARVEL !!,You will walk out with a massive smile and tears after watching this movie...thanks marvel for giving me the closure of my formative years heroes !! This is the best Spiderman or i will say best superhero film until date and idk there might be any in near destiny..nevertheless stay until the end ( 2 post credit scenes ),Spider-Man: No Way Home,Promotor,Promotor,0.7378302698131872
9.0,Excellently-executed Spider-Man story.,"'Spider-Man: No Way Home' is the final piece of the MCU/Sony trilogy, all in under five years. It's also Holland's 6th time playing Peter Parker and essentially serves as 'Doctor Strange' 1.5, bridging to 'Multiverse of Madness' next year. This film picks up right where 'Farm From Home' left off, with the world now knowing Peter is Spider-Man, which make things very difficult for him, MJ (Zendaya), Aunt May (Marisa Tomei), Ned (Batalon) and Happy (Favreau).

Peter goes to Dr Strange (Cumberbatch) for some magical help, which triggers a multiverse ""issue"", with - I don't think this is a spoiler after all the trailers & press - villains from the pre-MCU Spider-Man films being pulled into the MCU. This includes Dr Octopus (Molina), Green Goblin (Dafoe), Electro (Foxx), Sandman (Haden Church) and Lizard (Ifans) all trying to figure out why this Spider-Man is different. It borrows a bit from 'Into the Spider-Verse', which is a good thing, as that film is superb. Along with them, the big reveal is that the multiverse Peter Parker's - Toby Maguire (now 46) and Andrew Garfield (now 38) - are also pulled into this world. This provides both some funny and insightful moments.

Peter's close to losing control a few times here, and the final act does a good job of raising the stakes and helping him realise his role, his morality and mortality. There's quite a few touching moments, and with all MCU films, the ensemble works well here - it's great watching Peter, MJ and Ned together, and it's not too corny having the other two Spider-Men involved. Dafoe reminds us of what a good actor he is. All the throw-back villains and Maguire/Garfield could've made this seem like a lame cash-grab, but it really works. I had great time and enjoyed the simultaneous happy and sad ending.",Spider-Man: No Way Home,Promotor,Promotor,0.7666443565527947
3.0,Disappointing big boy,"Really, really general, after so many years, after so many things, it is hard to imagine that Spider-Man did not grow up, should really be that ""Men are juvenile to the very end""? Should be changed to ""Men are juvenile to can kill some people"", because he indirectly killed May. Feel that Marvel is in trouble, has not written an impressive script, only know how to continue to make money elements arbitrarily piled up, Spider-Man is still a young boy, and Marvel has stumbled.",Spider-Man: No Way Home,Detrator,Detrator,0.7401734693171031
10.0,One of the best Spiderman movies out there watch it:),"I still don´t know if this is better than spider man 2(yes the original with Tobey Maguire) the second one was a masterpiece by Sam Raimi.

Now this one is up there, and you will enjoy every second of it from beginning to end.

The anticipation for a Marvel movie certainly hasn't been this high since 'Avengers: Endgame' two and a half years ago! In this movie spider man have to find himself, since he is lost and alone.. he turnes to another great artist from the marvel universe, you have to watch the movie to see it for yourself.)

The movie is very emotional and the writing is very good.

Well lets say it this way, I still can't get over how good this movie was! Had me on the edge of my seat almost the whole time. Fantastic film.

Watch it! 10/10!",Spider-Man: No Way Home,Promotor,Promotor,0.7976442582348652
9.0,Movie of the year 2021.,"This will go down as one of the classic movies when we grow older. It has action, drama, feels just what a movie needs. I think Andrew Garfield stole the show man. Dude was so good i even forgot that i am a huge tobey fan. Every scene he was on i was touched by his performance. You can tell how much he loves being as spiderman. Even the inside joke as him being as the worst one among them the apiderman trio that made me sad. His performance was great but the script and movie overall didn't do his performance justice. I Hope we can see him as spiderman in future too. I don't think tobey will reprise his role as our beloved web swinger but i can understand that. The villains were good but Jamie Fox and William Defoe's performance were absolutely amazing. Other villains were just there didn't had that much impact on the movie in my opinion. There are some decisions i wasn't ok with how peter parker carried on with but that's just me. Wished Venom had came out to fight spiderman but that didn't happened. I am ok with the end credit scene though it kinda made up for it.",Spider-Man: No Way Home,Promotor,Promotor,0.7029490973262933
10.0,Best mcu movie ever,Best mcu Moive ever the return of the best actors for spider man Andrew and tobey the acting was amazing and the moive was incredible and thank u marvel for the best mcu moive ever.,Spider-Man: No Way Home,Promotor,Promotor,0.7880936428156251
6.0,Enjoyable but underwhelming,"Enjoyable movie, however, the loads of fan service and plot holes kept taking me out of the movie. The directing was good, for a Marvel movie, which makes it pretty ok. Definitely worth a watch anyways if you've already seen all the other Spider-Man movies.",Spider-Man: No Way Home,Detrator,Neutro,0.7774161753064192
5.0,I don't get all the hype???,"Went in having not watched the trailers. I knew it was highly rated in IMDB which I trust. Expected a great movie, However thought it was okay, kind of slow, a lot of crying by the characters. I've watched a lot of films and don't get all the hype around the MCU. Just elongated tv episodes of a comic book series. I'm not American, so maybe don't get their obsession with superhero's or celebrity worship but there are better stories and movies than this rated at 8.7?",Spider-Man: No Way Home,Detrator,Detrator,0.7518533748363629
10.0,Exlant film and full of surprises,Exlant film And nice evacuate this film full of surprises like Topy Maguire and Doctor strange I Love it so much. Exlant film And nice evacuate this film full of surprises like Topy Maguire and Doctor strange I Love it so much.,Spider-Man: No Way Home,Promotor,Promotor,0.7959329892159546
10.0,This movie filled me with love and took all my tears,"This movie is absolutely beautiful, the storyline, the characters, the acting, the cinematography, the cast everything about this movie is amazing. Seeing this movie was such an emotional experience. I'm a big marvel fan and have been waiting for this movie for a long time, so finally seeing it was amazing, but also so emotional. This movie is absolutely insane, it gave me laughter, tears and it made me feel so many things. This movie is incredibly insane and I've never seen anything like it. The storyline is insane the cast is insane. This movie is freaking crazy dude.",Spider-Man: No Way Home,Promotor,Promotor,0.7770522393347972
10.0,It's the best spiderman movie ever made,"Marvel's comic universe has been releasing a pack of movies/series over the last several years back to back, cramming every available platform to keep all kinds of audiences thoroughly engaged with its emphatic content. There is no time to rest if you are an ardent follower. One must learn to adapt to embrace caprice in the content and the characters playing them.

While the past ten years have given us a glimpse into a flurry of new characters in the Marvels space, some of the existing ones have traversed through multi-verse packing alarming delirium.

For instance, spiderman and I believe all of you would agree with me when I say that this is the only character from the comic world that has been deputed to hold its identity through several avatars in the space of two decades. We had a lot of actors playing spiderman before that too, but we will keep it specific to the modern-day rendering of the wall-crawler or famously known as web-slinger. And somewhere during this entire period, I thought marvel had played amiss with the idea of spiderman hopping without putting a viable end to the story of the actors playing it in different times. I mean, Why was Tobey's spiderman had to relinquish the summoned advantage in favor of gliding his storyline into obscurity? Or why was Andrew Garfield introduced and suddenly taken away until Tom Holland lobbed it out of the park with his rendition? Of course, age is a visible factor that cannot be ignored because every grain of spiderman's character bears a constitution of a teenager, and any actor that couldn't fulfill physically must bow out at the right time.

I was moved by this gigantic error of casting and recasting lacking suitable or functional disposition tending to a vast amount of vacuum without proper explanation. Rebooting always comes with emotional baggage for me as an audience. The performance of yesteryear always influences my experience watching spiderman jump from building to building. The bigger question was, would we ever have a chance to go back and watch Tobey and Andrew play our favorite comic character.

Until, of course, spiderman no way home happened. The movie opens up with Peter visibly shaken by the unprecedented attention from the earthlings after his real identity is exposed by Rey Mysterio in the aftermath of the last installment. A compelling question that slinks back on his mind is to somehow watch the world forget about him. He seeks Doctor strange's help to cast a spell that will rewrite his identity, which roundly opens the path to parallel universes, aka multi-verse, after the magic goes horribly wrong. Mighty villains from previous franchises find their way back to exact revenge on their Peter Parker responsible for inflicting an excruciating hurt during their heydays. When the truth about their death dawns on the gang, fog surrounding the multi-verse concept further deepens. The screenplay tactfully handles and articulates the key components that any further pondering of the subject doesn't project it far-fetched from reality. Well, in the manner of speaking.

Unlike the previous 2 installments, the movie conveniently parks itself in a parking lot that faces dense mist of dark overtones vis-a-vis the lighter theme of the last two. Tom Holland leads the overbearing emotional trip that oscillates between reels of notable witty dialogues and despair of unprecedented loss that ably relies on the support from other cast members. Except for Doctor Strange, whose depiction of a character that remains unfazed by the goings-on in the most recent universe lends a balance to emotional symmetry.

Every time the plot introduced the famous villains from the past universes, a shockingly quiet crowd in the movie hall blared up the gloomy walls of the theatre with uncomprehending strain on their lungs. It was a fitting reminder that history does repeat itself, and it comes with a cry of its own. In their typical erstwhile rendering, where they caused mayhem and chaos obliterating anything and everything in their path, the movie does a brilliant job in assembling their destructive escapades. Of course, this was nothing compared to when the spidermen from the last two universes are sucked into the middle of unrelenting disarray by a spell gone wrong once again. I sense a pattern here. Anyway, when Tobey casually walks through the portal from another world dressed as a commoner, the unbridled yelling nearly drowned out the accompanying dialogue exchange. At which point, I sorely wept at the hair loss inside my eardrum. Here is a bristle that would never grow back.

Watching the three spidermen stand next to each other, here is a sentence I never thought I would ever use in my lifetime. But it does make me sound oafish for attempting to paint a decent picture that no impeccable brush strokes would be able to conceive if not for observing the trio on the big screen. It was like a dying wish fulfilled for watching Tobey come back from the throes of anonymity dressed as a spiderman even as a decade and a half have flown by. One would say my review is particularly conspicuous with the absence of any remarks on Andrew, but, the truth be told, his rendering is impressive but not at par with what Tobey did years ago. He holds a special place in our hearts, and no amount of Andrew or Tom's version would spawn an Alzheimer's. I think I got emotional there. In the spirit of the sanctified turf of a wall-crawler, let me bury my petty bias well under my chair and rise above the inconsequential debate. Maybe, that's too political.

Anyway, I am not trying to review the movie by peeling it down piece by piece all the way to the core to single out the imperfections or celebrate the perfections. I am only attempting to relive the experience of watching it on the big screen, just like every other fanboy who follows the Marvels' world like a mad sociopath. In my honest opinion putting aside my fierce loyalty for the franchise, the movie is a treat for the eyes as an independent unit. Compared to the last two, it stands for itself and definitely stands atop the list. Watch it for the performances, a stunning and a quick skim through the characters of parallel universes, and of course, a token gesture of watching the two favorite spidermen from the previous franchise. If you must look beneath the notion of multi-verse, you will actually notice the distinction created by multiple directors working on making their version of spiderman. But the MCU version lets us take a comforting refuge in the knowledge that multi universes do exist, and it takes more than 1 spiderman to come back and remind us of it.",Spider-Man: No Way Home,Promotor,Promotor,0.8055489428930634
10.0,Sometimes the end of one adventure is just the beginning of another,"I saw Spider-Man: No Way Home last night and I had to put together a review because this was not only one of the best MCU movie ever made but also one of the best superhero movies ever made. So here we go (Huge spoilers ahead!):

Plot Breakdown:

So the movie kicks off right after the end credits scene from Far From Home and Peter has to deal with the consequences of the world finding out he is Spider-Man. He, MJ, Ned and May are questioned but nothing sticks as Mr. Murdock comes to help them. Then they move to another apartment in an attempt to escape the growing mob attacking Peter's house. At the same time MJ, Ned and Peter try to apply for MIT but they all get rejected which sets the main plot and the future films with Spider-Man perfectly. They all get rejected and Peter goes to Doctor Strange to have everyone forget that he is Spider-Man. Doctor Strange agrees and does a spell to have everyone forget Peter was Spider-Man, but Peter tempers with the spell and tries to alter it mid-way through and that changes the spell in a way in which not even Strange knows how it would turn out. So Peter finds out from Flash that a vice chancellor from the MIT is travelling to the airport so he goes to talk to her and convince her to let Ned and MJ in the MIT. This is where doc Ock attacks and he unmasks Peter to see that he isn't his Peter. Ock's arms get taken over by Peter's suit, but then the Green Goblin attacks and Spider-Man and Ock get teleported into Strange's prison. Then Strange explains that the spell worked in the way that it pulled all the people who knew Peter Parker was Spider-Man. He also caught the Lizard and placed it into the prison. So they plan to capture them all and send them back. So Peter brings Ned and MJ to help him with catching the villains. The next is Electro... so Peter goes into a forest and there he gets attacked by Electro but saved in the last minute by Flint Marko. He destroys the electricity towers and then cages the Electro. After that Norman comes to May and Peter takes him to the rest of the villains. Then Strange comes and he and Spidey fight over getting the bad guys home or helping them. That was one of the most craziest fight scene I've seen in the MCU. Peter ultimately wins with a genius display of Peter's intelligence, traps Strange in the mirror dimension and takes his ring which opens portals. They fix then Octavius but then Peter senses something is off. So Green Goblin and Electro storm off and May gets killed by Goblin's glider. This was heartbreaking to see happening to Peter, after first losing Tony his father figure in Endgame. Then we see MJ and Ned who are back at Ned's home deciding if they ought to activate the box Strange made to destroy the original spell. Then Ned opens a portal and a Spider-Man comes through and it's Andrew Garfield's Spidey. Then he tries again and finds Tobey Maguire's Peter. They find Tom together with Ned and MJ and talk him out of sending all the Spideys and villains back (Just a quick disclaimer, I will be naming the different Peters and Spideys by their respective actors names). Then they develop a cure for everyone and go the statue of Liberty in order to draw them all out and fix them. At first the three Spider-Men don't work together too well but after a quick pep talk they swing together and manage to cure Electro, Lizard and Sandman. The last being the Goblin who comes and destroys the scaffolding from the Statue and MJ falls while Tom tries to save her but he is then taken by the Goblin so Andrew jumps after her and saves her. The fight ends with a fantastic fist fight between Tom and Norman and as Tom was about to impale him with his glider Tobey comes and stops him only to be stabbed by the Goblin. Then Andrew throws the cure to Tom and he cures him. The movie ends with Tom suggesting Strange who was brought back by Ned, to make another spell to make everyone forget he is Peter and that would stop the first spell. Everyone forgets Tom's Spidey was Peter and then Peter goes to MIT and moves into his own apartment (Tobey vibes there... the only thing that was missing was mr. Ditkovich asking him for rent) and starting his own life of being the friendly neighbourhood Spider-Man with a new hand-made comic book-ish costume.

End of Plot Breakdown

This was without a doubt for me, one of the best MCU movies, right up there with Infinity War and Endgame. You will hear many people say this is the most fan service fan service could be. But this movie isn't all about that. There are way more great things this movie does. The 2 standouts aside from Tom Holland (because this is his movie) for me were Willem Defoe and Andrew Garfield. The latter one has so much fun with his character. It is incredible to see what a great actor he is and what an amazing Peter Parker he can be with a competent script. I loved him in this movie even though I didn't really liked him in his own 2 movies. Willem Defoe is I would say the greatest shine overall in all the Spider-Man movies. He is truly incredible after all these years playing the Goblin with the same menace and cunning that made him a legend in the first Raimi movie. What I also loved about this movie is that they not only brought the villains from the Tobey and Andrew's movies but they also improved them, and I'm not talking only in terms of costume (which were improved for Electro and Goblin) but also their characters especially Electro and the Lizard which suffered the most in the Garfield's movies. Also the villains interactions were mesmerizing. To see Doc Ock and Norman interact with each other after being in separate movies in Raimi's original trilogy was truly a dream come true. Also Electro and Lizzard's interactions were neat. The only one that felt a bit like a spare wheel was Lizard, who in terms of plot didn't have much to do and affect the story. Another not so great thing was Doc Ock. Props though for Alfred Molina for coming back after all these years and still portraying doc Ock in the way we knew him. The only gripe I might have with his portrayal is that he gets less screen time than other villains and he at times is played for jokes. Him being cured at the mid point of the movie meant he wasn't part in the big battle at the end but only cured Electro and met with Tobey. It was okay overall, can't fault the movie for that, it was the obvious path for his character. But the best thing in this movie has to be the interactions between the three Spider-Men. They felt like they were brothers all this time and they all had a big part in the movie not only appearing for a cameo at the end to help Tom's Spidey. The best scene concerning the three Spider-Men has to be Andrew's rescue of MJ which redeems his character in way I never thought possible, and quite frankly it has to be one of the best character redemption scenes in any movie ever! Next one was Tobey's Peter stopping Tom from impaling Norman with his own glider. This time he stops Norman from getting killed with his own glider and also pays a small price for that by getting stabbed. Also, the ending is probably the best ending to a MCU movie and maybe to a Spider-Man movie. Speaking of Spider-Man movies, you could really see there was a vision here for Tom's version. To have him grow from a kid in the first two movies into a definitive hero by the end of this movie. It's so satisfying to watch that and it really puts to shame other studios trilogies that bombed, had no plan from the beginning and brought original members from older movies only for cheap nostalgia pandering to then disrespect them. This movie respects and honors every other Spider-Man movie that came before and moves the story in an interesting new direction building the main character properly in the process. It wouldn't be fair to talk only about the positives and not pin point some flaws this movie had: like the first half of hour of this movie has some off-placed humor and some strange behavior from characters like Ock and Tom's Peter with Strange when he does the spell. Even though this is the kick-start of the plot it is kind of weirdly executed and a bit cringy at time. This gripe I would say it's only present in the first 30 minutes - 1 hour of the movie. The first part of the movie is the one that seems a bit more like a comedy with some cringe inducing moments and humor that either hits or misses. After the point doc Ock appears in the highway the movie picks up and there's no turning back. Also there's a joke before the big battle at the end with Tobey's back which seemed a bit strange. I would have rather have that Spider-Men pointing at each other meme done in the scene. But these minor gripes won't take away from what was truly a remarkable movie that honored everything that came before it and prepared the way for a new story going forwards. I wish more movies were made like this one today. This will truly be remembered as a landmark in superhero movies and in franchise movies in generally. 10/10

One last thing before I go... there were so many people involved in making this movie. I encourage you to support the creators of this movie because they truly deserve and go see the movie in theatre. Let's show movies like these should get made more often!",Spider-Man: No Way Home,Promotor,Neutro,0.6851483433352129
8.0,Danger of spoilers,"Greatest film between Spiderman Films. I cried In many scenes of this film. My Childhood memories Were revived with seeing Toby and also Andrew. Villains had a great job specialty green goblin. In general, thanks to Marvel for creating this masterpiece.",Spider-Man: No Way Home,Neutro,Detrator,0.7113990305809147
10.0,I'd Watch Again,Best Spider-Man yet but can Tom learn some basic first aid and life saving techniques. SMH. Could have easily saved more lives. How are you an Avenger and do not even know how to apply pressure to a wound? However was a super awesome movie and brought tears to my eyes.,Spider-Man: No Way Home,Promotor,Promotor,0.7949693654046761
9.0,The best Spiderman movie I've ever seen in my life It was so so good,"Love you guys. Your work was great and it was the second best movie I have ever watched. Thank you Kevin Feige, Amy pascal and Sony.

I watched the movie twice in the cinema. You deserve all the thanks until the end.",Spider-Man: No Way Home,Promotor,Promotor,0.8209235119499496
10.0,What a wonderful movie in history,"After the movie, THIS IS MY SPIDER-MAN Leave no actor behind, Sony and Marvel did a good job, those actor bring me back lot of memories.

In this hardest COV moment, world need something brings hope and positive . This is it This movie i can say that is a greatest movie in 2021, lot of humanity Can't tell anymore , but this movie can brings you lot of happy if you are Spider man fans.",Spider-Man: No Way Home,Promotor,Promotor,0.766189695499599
10.0,The Greatest Of All Spider-Man Movies,"I went to see this expecting a typical Tom Holland as Spider-Man movie, I came out wishing the next chapter in his story would come out in a week! There was so much going on in this movie but the directors handled the comedy and seriousness well. Although some said the lines were forced I believe this movie was funny for a marvel movie. Although Aunt May dying on screen was something of a shock, and seeing Tom Holland's Peter Parker go on a rampage against Green Goblin was a little scary, the movie was mostly positive. Don't get me wrong those scenes were necessary for the plot, they were just something to behold in a movie trilogy usually so upbeat. Also the pairing up of the Spider-Men was epic. Like I can't see any scenario we're they could have made it better. And the end of it all, Peter (Holland) is just a nobody. Because he chose to be Spider-Man, he chose to give up his life to help others, he gave up his friendships and love life as Peter Parker to be a full time Spider-Man. His down-to-earth suit in the end marks the transition from techy Iron Man inspired Peter as Spider-Man to a Friendly neighborhood vigilante crime fighter who wants to do what's right. And that is who Spider-Man is no matter which actor of comic rendition. Thank you for reading my honest opinion of this great movie.",Spider-Man: No Way Home,Promotor,Promotor,0.7632018971688531
7.0,A little above average,"I don't often watch superhero movies. I hadn't seen a Spider-Man flick since ""Into the Spiderverse"" (the animated one), which was good, and before that I hadn't seen one since ""Spider-Man 3"" with Tobey McGuire. I completely missed Andrew Garfield's turn as the character, and hadn't seen Tom Holland before either.

Some of ""Spider-Man: No Way Home"" reminded me why I'm not that interested in these types of movies. As always, it's too long, and the special effects don't impress me. When was the last time you were genuinely impressed by special effects in a movie? For me it was some time in the early 2000s. Also, I never find superheroes particularly interesting as characters. Batman is perhaps the most interesting because he's a tormented, almost anti-heroic figure. The X-Men are also among the best because of the whole ""anti-mutant discrimination as a metaphor for racism"" thing. But Peter Parker? His unflappable, wholesome boy-next-door thing keeps threatening to get old.

The other characters unfortunately were no more interesting. Sam Raimi was able to make Peter Parker, Aunt Mae and MJ feel like real people. Here they're really just stand-ins.

There were some things I liked about the movie though. At about the half-way point something I'd never seen in a movie happened: the other actors who played Spider-Man appeared in this one, as did most (all?) of the villains from all the other Spider-Man pics. This finally got me invested: seeing them all interact with each other was interesting. I was going to give it a six-out-of-ten for that, but then the movie ended in a scene that actually felt kind of emotive, and to cap it all off, De La Soul were played over the end credits. So I had to bump it up a point for that.",Spider-Man: No Way Home,Neutro,Neutro,0.7901222665525984
10.0,Impressive,"This Spiderman is really fantastic. It captivated me right from the start, and I was entranced every second. There's adventure, friendship, team spirit, love, empathy, and brotherhood. The people in the cinema clapped and cheered multiple times, at the appearance of key characters and at big hint of what the future holds for Spiderman. I loved every second of it!",Spider-Man: No Way Home,Promotor,Promotor,0.7496234395138448
